customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C183,0,1,2024-07-04T22:32:33.025Z,False,False,True,False,False,False,0.07534246575342474
C184,1,1,2024-07-04T22:32:33.027Z,False,False,True,False,False,False,0.4876712328767123
C185,1,1,2024-07-04T22:32:33.028Z,False,False,False,True,False,False,0.13287671232876708
C186,1,0,2024-07-04T22:32:33.029Z,False,False,False,True,False,False,0.34246575342465757
C187,0,0,2024-07-04T22:32:33.030Z,False,False,False,False,True,False,0.5287671232876712
C188,1,1,2024-07-04T22:32:33.031Z,True,False,False,False,False,False,0.8773972602739728
C189,0,0,2024-07-04T22:32:33.032Z,False,False,False,False,False,True,0.6493150684931508
C190,0,1,2024-07-04T22:32:33.034Z,True,False,False,False,False,False,0.5890410958904109
C191,1,0,2024-07-04T22:32:33.035Z,False,False,True,False,False,False,0.26917808219178085
C192,0,1,2024-07-04T22:32:33.036Z,False,False,False,False,False,True,0.486986301369863
C193,1,0,2024-07-04T22:32:33.037Z,False,False,True,False,False,False,0.8116438356164384
C194,1,1,2024-07-04T22:32:33.038Z,True,False,False,False,False,False,0.7910958904109588
C195,0,0,2024-07-04T22:32:33.040Z,False,False,True,False,False,False,0.19383561643835612
C196,1,1,2024-07-04T22:32:33.042Z,False,False,False,True,False,False,0.9061643835616437
C197,0,0,2024-07-04T22:32:33.043Z,False,False,False,False,False,True,0.08150684931506857
C198,1,1,2024-07-04T22:32:33.044Z,False,False,True,False,False,False,0.7554794520547945
C199,1,1,2024-07-04T22:32:33.046Z,True,False,False,False,False,False,0.6719178082191781
C200,1,1,2024-07-04T22:32:33.047Z,False,False,False,True,False,False,0.789041095890411
C201,0,0,2024-07-04T22:32:33.048Z,True,False,False,False,False,False,0.3993150684931508
C202,1,1,2024-07-04T22:32:33.049Z,False,False,False,False,True,False,0.12876712328767126
C203,1,0,2024-07-04T22:32:33.051Z,False,False,False,False,False,True,0.5986301369863014
C204,1,0,2024-07-04T22:32:33.053Z,False,False,False,False,False,True,0.465068493150685
C205,0,0,2024-07-04T22:32:33.055Z,False,True,False,False,False,False,0.19657534246575348
C206,0,1,2024-07-04T22:32:33.056Z,False,False,False,False,False,True,0.8356164383561644
C207,1,1,2024-07-04T22:32:33.057Z,False,True,False,False,False,False,0.1479452054794521
C208,0,0,2024-07-04T22:32:33.059Z,False,False,False,False,False,True,0.049315068493150704
C209,0,1,2024-07-04T22:32:33.060Z,False,False,False,False,False,True,0.6006849315068494
C210,1,1,2024-07-04T22:32:33.062Z,False,False,False,False,True,False,0.5191780821917809
C211,0,1,2024-07-04T22:32:33.063Z,True,False,False,False,False,False,0.1863013698630136
C212,1,0,2024-07-04T22:32:33.064Z,False,False,True,False,False,False,0.0801369863013699
C213,1,0,2024-07-04T22:32:33.066Z,False,False,False,False,False,False,0.539041095890411
C214,1,1,2024-07-04T22:32:33.067Z,False,False,False,False,False,True,0.40273972602739727
C215,1,1,2024-07-04T22:32:33.069Z,False,False,False,False,True,False,0.5671232876712329
C216,1,1,2024-07-04T22:32:33.070Z,False,False,False,False,True,False,0.9424657534246577
C217,1,0,2024-07-04T22:32:33.072Z,False,False,True,False,False,False,0.17397260273972615
C218,0,0,2024-07-04T22:32:33.073Z,False,False,False,False,False,True,0.9109589041095889
C219,1,1,2024-07-04T22:32:33.074Z,False,True,False,False,False,False,0.18698630136986294
C220,1,0,2024-07-04T22:32:33.075Z,True,False,False,False,False,False,0.5082191780821919
C221,1,1,2024-07-04T22:32:33.077Z,False,False,False,False,False,True,0.28219178082191787
C222,1,0,2024-07-04T22:32:33.078Z,False,False,False,False,True,False,0.9554794520547945
C223,1,0,2024-07-04T22:32:33.080Z,False,True,False,False,False,False,0.8589041095890411
C224,0,1,2024-07-04T22:32:33.081Z,True,False,False,False,False,False,0.20753424657534247
C225,1,1,2024-07-04T22:32:33.083Z,False,False,False,False,True,False,0.5143835616438357
C226,0,1,2024-07-04T22:32:33.084Z,False,False,False,False,False,True,0.8205479452054794
C227,0,1,2024-07-04T22:32:33.085Z,False,False,False,False,True,False,0.2246575342465753
C228,1,1,2024-07-04T22:32:33.087Z,False,False,False,False,False,True,0.48424657534246585
C229,0,0,2024-07-04T22:32:33.089Z,False,False,False,True,False,False,0.21232876712328763
C230,1,1,2024-07-04T22:32:33.090Z,False,False,False,False,True,False,0.49178082191780814
C231,0,1,2024-07-04T22:32:33.091Z,False,False,True,False,False,False,0.0636986301369864
C232,0,0,2024-07-04T22:32:33.093Z,False,False,False,False,False,True,0.9986301369863013
C233,0,1,2024-07-04T22:32:33.094Z,False,False,False,False,True,False,0.47739726027397267
C234,1,1,2024-07-04T22:32:33.096Z,False,False,True,False,False,False,0.03767123287671237
C235,0,0,2024-07-04T22:32:33.098Z,False,False,True,False,False,False,0.09520547945205471
C236,0,0,2024-07-04T22:32:33.099Z,False,False,False,False,True,False,0.19931506849315062
C237,0,1,2024-07-04T22:32:33.100Z,True,False,False,False,False,False,0.678082191780822
C238,0,0,2024-07-04T22:32:33.102Z,False,False,False,False,False,True,0.4328767123287671
C239,0,1,2024-07-04T22:32:33.104Z,False,False,False,False,True,False,0.7383561643835617
C240,1,1,2024-07-04T22:32:33.105Z,False,False,False,False,False,True,0.3904109589041096
C241,1,0,2024-07-04T22:32:33.106Z,False,False,False,True,False,False,0.22671232876712333
C242,0,1,2024-07-04T22:32:33.107Z,False,True,False,False,False,False,0.6465753424657534
C243,1,0,2024-07-04T22:32:33.109Z,False,False,False,False,False,True,0.03013698630136985
C244,0,0,2024-07-04T22:32:33.111Z,False,False,False,False,True,False,0.2205479452054795
C245,1,1,2024-07-04T22:32:33.112Z,False,False,False,False,True,False,0.571917808219178
C246,0,1,2024-07-04T22:32:33.113Z,True,False,False,False,False,False,0.5616438356164384
C247,1,0,2024-07-04T22:32:33.115Z,False,False,False,True,False,False,0.00205479452054802
C248,0,1,2024-07-04T22:32:33.116Z,False,True,False,False,False,False,0.7335616438356165
C249,1,1,2024-07-04T22:32:33.117Z,False,False,False,True,False,False,0.09315068493150691
C250,1,1,2024-07-04T22:32:33.119Z,False,False,False,False,False,True,0.8808219178082193
C251,0,0,2024-07-04T22:32:33.120Z,False,False,False,True,False,False,0.4493150684931506
C252,0,1,2024-07-04T22:32:33.122Z,True,False,False,False,False,False,0.726027397260274
C253,1,1,2024-07-04T22:32:33.123Z,False,False,False,False,True,False,0.9205479452054797
C254,0,0,2024-07-04T22:32:33.125Z,True,False,False,False,False,False,0.05753424657534256
C255,1,0,2024-07-04T22:32:33.126Z,False,False,False,False,True,False,0.4986301369863013
C256,0,1,2024-07-04T22:32:33.128Z,False,False,False,True,False,False,0.7993150684931507
C257,0,1,2024-07-04T22:32:33.129Z,False,True,False,False,False,False,0.9904109589041097
C258,0,1,2024-07-04T22:32:33.130Z,False,False,False,False,False,True,0.45342465753424666
C259,1,0,2024-07-04T22:32:33.132Z,False,False,False,False,False,False,0.13287671232876708
C260,1,1,2024-07-04T22:32:33.133Z,False,False,False,True,False,False,0.5191780821917809
C261,1,0,2024-07-04T22:32:33.134Z,False,False,True,False,False,False,0.6054794520547946
C262,0,0,2024-07-04T22:32:33.136Z,False,False,False,False,False,True,0.6047945205479452
C263,0,1,2024-07-04T22:32:33.137Z,False,False,False,True,False,False,0.13630136986301378
C264,1,1,2024-07-04T22:32:33.139Z,False,False,False,False,False,True,0.8273972602739725
C265,1,1,2024-07-04T22:32:33.141Z,False,False,False,False,False,True,0.06095890410958904
C266,0,1,2024-07-04T22:32:33.142Z,False,False,False,False,False,False,0.6876712328767123
C267,0,0,2024-07-04T22:32:33.144Z,False,False,False,False,True,False,0.7595890410958903
C268,0,1,2024-07-04T22:32:33.145Z,False,False,True,False,False,False,0.689041095890411
C269,1,1,2024-07-04T22:32:33.147Z,False,False,False,False,False,True,0.8253424657534247
C270,1,0,2024-07-04T22:32:33.148Z,False,False,False,False,False,True,0.9972602739726026
C271,1,1,2024-07-04T22:32:33.150Z,False,False,False,False,False,False,0.2623287671232877
C272,0,0,2024-07-04T22:32:33.151Z,False,False,False,True,False,False,0.19931506849315062
C273,0,1,2024-07-04T22:32:33.152Z,False,False,False,False,True,False,0.7561643835616438
C274,0,0,2024-07-04T22:32:33.154Z,True,False,False,False,False,False,0.1499999999999999
C275,0,1,2024-07-04T22:32:33.155Z,False,False,True,False,False,False,0.7226027397260275
C276,1,1,2024-07-04T22:32:33.157Z,False,True,False,False,False,False,0.8006849315068494
C277,1,0,2024-07-04T22:32:33.158Z,True,False,False,False,False,False,0.8054794520547945
C278,1,0,2024-07-04T22:32:33.160Z,False,False,False,False,False,True,0.832876712328767
C279,1,0,2024-07-04T22:32:33.161Z,False,False,False,False,False,True,0.19794520547945216
C280,0,0,2024-07-04T22:32:33.163Z,False,True,False,False,False,False,0.29109589041095885
C281,1,1,2024-07-04T22:32:33.165Z,False,False,False,False,False,True,0.4595890410958905
C282,0,1,2024-07-04T22:32:33.166Z,False,False,False,False,False,True,0.5856164383561644
C283,1,1,2024-07-04T22:32:33.167Z,True,False,False,False,False,False,0.18287671232876712
C284,0,1,2024-07-04T22:32:33.169Z,False,False,False,False,False,True,0.11575342465753424
C285,1,0,2024-07-04T22:32:33.170Z,False,False,False,False,False,True,0.893150684931507
C286,1,1,2024-07-04T22:32:33.172Z,False,True,False,False,False,False,0.7219178082191782
C287,1,1,2024-07-04T22:32:33.174Z,False,False,False,True,False,False,0.6869863013698629
C288,1,0,2024-07-04T22:32:33.175Z,False,False,False,False,True,False,0.07876712328767121
C289,1,1,2024-07-04T22:32:33.176Z,False,False,True,False,False,False,0.9212328767123288
C290,0,0,2024-07-04T22:32:33.177Z,True,False,False,False,False,False,0.9047945205479451
C291,0,0,2024-07-04T22:32:33.179Z,False,False,False,False,False,True,0.2047945205479451
C292,0,0,2024-07-04T22:32:33.180Z,False,False,False,False,False,True,0.5678082191780822
C293,0,1,2024-07-04T22:32:33.182Z,False,False,False,True,False,False,0.012328767123287676
C294,1,1,2024-07-04T22:32:33.183Z,True,False,False,False,False,False,0.9904109589041097
C295,1,0,2024-07-04T22:32:33.185Z,False,False,False,True,False,False,0.13082191780821928
C296,0,1,2024-07-04T22:32:33.186Z,False,False,False,False,True,False,0.047260273972602684
C297,0,1,2024-07-04T22:32:33.188Z,False,False,True,False,False,False,0.36780821917808226
C298,0,0,2024-07-04T22:32:33.189Z,True,False,False,False,False,False,0.2698630136986302
C299,1,0,2024-07-04T22:32:33.191Z,False,False,True,False,False,False,0.8198630136986302
C300,0,1,2024-07-04T22:32:33.192Z,False,False,False,True,False,False,0.13767123287671224
C301,0,0,2024-07-04T22:32:33.193Z,False,True,False,False,False,False,0.6109589041095891
C302,1,1,2024-07-04T22:32:33.195Z,False,False,False,False,False,True,0.18493150684931514
C303,0,1,2024-07-04T22:32:33.196Z,False,False,False,False,True,False,0.08082191780821923
C304,0,0,2024-07-04T22:32:33.197Z,False,False,False,False,False,True,0.9965753424657535
C305,0,1,2024-07-04T22:32:33.199Z,True,False,False,False,False,False,0.8205479452054794
C306,0,1,2024-07-04T22:32:33.200Z,True,False,False,False,False,False,0.797945205479452
C307,1,1,2024-07-04T22:32:33.202Z,False,False,False,False,False,True,0.19109589041095898
C308,0,1,2024-07-04T22:32:33.203Z,False,True,False,False,False,False,0.15205479452054793
C309,1,0,2024-07-04T22:32:33.205Z,False,False,True,False,False,False,0.5513698630136987
